602;70;0;0;Whisper;4;59;3;
603;71;0;0;Zealotus;4;64;3;
604;68;0;0;Zombie Prisoner;5;50;3;
605;69;0;0;Skel Prisoner;5;55;3;
606;70;0;0;Whisper;5;60;3;
607;71;0;0;Zealotus;5;65;3;
608;42;0;0;Hope Flower;0;1;1;
609;73;0;0;Emperium;0;1;0;
610;25;0;0;Anacondak;5;60;4;
611;6;1;0;Orc Berserker;5;60;4;
612;67;0;0;Diseased Ghoul;5;60;4;
613;47;0;0;Gibbet;5;60;4;
614;79;0;0;Dwarf Statue A;0;1;0;
615;79;0;0;Dwarf Statue B;0;1;0;
616;79;0;0;Dwarf Statue C;0;1;0;
617;79;0;0;Dwarf Statue D;0;1;0;
618;75;0;0;Botata;5;70;3;
619;77;0;0;Orc Lord;5;70;3;
620;76;0;0;Dragonoid;5;70;3;
621;74;0;0;Ancient Tree;5;70;3;
622;78;1;0;Dwarf;0;1;0;
623;75;0;0;Legendary Boitata;5;70;3;
624;77;0;0;Legendary Orc Lord;5;70;3;
625;76;0;0;Legendary Dragonoid;5;70;3;
626;74;0;0;Legendary Ancient Tree;5;70;3;
627;0;0;0;Koakoa's Seyren;4;29;4;
628;0;0;0;Minomano's Seyren;5;43;4;
629;0;0;0;Buabua's Seyren;5;45;4;
630;0;0;0;Chicochoco's Seyren;5;45;4;
631;0;0;0;Forgotten Monastery's Seyren;5;60;3;
632;0;0;0;Spirit Haven's Seyren;5;62;4;
633;0;0;0;Crescent  Land's Seyren;5;65;4;634;0;0;0;Wrecked Ship's Seyren;5;74;4;
END;
